SalePrice,LotArea,YearBuilt,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,zipCode
221000,16770,1998,1839,2,1,4,7,2,50025
207500,5062,1984,2090,2,0,3,6,2,50032
148800,5105,2004,1102,2,1,2,4,2,50031
194700,7577,2005,1362,2,0,2,6,2,50026
141000,4426,2004,848,1,0,1,3,2,50015
755000,21535,1994,4316,3,1,4,10,3,50025
335000,26178,1989,2519,2,1,4,9,2,50033
141500,6120,1936,1539,1,1,3,5,2,50013
176000,13811,1987,1137,2,0,2,5,2,50033
89000,6000,1921,616,1,0,2,4,1,50013
123500,6420,1952,1148,1,0,2,6,1,50017
138500,8450,1965,894,1,0,3,5,1,50029
196000,4282,2004,1391,2,0,2,5,2,50031
312500,14331,2002,1800,2,0,3,7,3,50033
140000,9600,1969,1164,1,1,3,6,2,50024
140000,7630,1900,1812,2,0,4,8,2,50027
213000,8400,2004,1484,2,0,3,7,2,50015
55000,5600,1930,1092,2,0,3,7,0,50019
302000,115149,1971,1824,2,0,2,5,2,50014
254000,6240,2006,1324,2,0,2,6,2,50026
52000,4130,1935,729,1,0,2,5,0,50013
189000,4671,1988,1228,2,0,2,5,2,50032
129000,9873,1970,960,1,0,3,6,2,50013
130500,13517,1976,1479,2,1,3,6,2,50029
165000,10140,1974,1350,2,0,3,7,2,50024
159500,10800,1890,2554,1,1,3,8,2,50027
157000,10000,1973,1178,1,1,3,5,2,50024
341000,10542,1993,2418,2,1,3,9,3,50025
128500,9920,1969,971,1,1,3,5,1,50015
275000,6563,1985,1742,2,0,2,5,2,50032
143000,4426,2004,848,1,0,1,3,2,50015
124500,8120,1970,864,1,0,3,5,2,50022
135000,8172,1954,1470,2,0,4,7,1,50017
320000,13286,2007,1698,2,0,3,8,3,50017
120500,6960,1970,864,1,0,3,5,2,50022
222000,21695,1988,1680,2,0,3,5,2,50016
194500,7314,2007,1232,2,0,2,6,2,50015
103000,6240,1925,1208,1,0,2,5,2,50019
236500,5389,1995,1616,2,0,2,5,2,50032
187500,9590,2003,1146,2,0,3,6,2,50033
222500,11404,1998,2031,2,1,3,8,2,50015
131400,10000,1961,1144,1,0,3,6,1,50029
163000,10800,1914,1768,1,1,2,6,2,50027
93500,8544,1950,1040,2,0,2,6,2,50022
239900,10463,2005,1801,2,1,3,8,3,50018
190000,9313,2004,1728,2,1,3,7,2,50015
142000,6768,1961,912,1,0,3,5,1,50029
179000,8450,2000,1349,2,0,3,6,2,50030
175000,12886,1963,1464,2,0,3,6,2,50029
180000,5395,1993,1337,2,0,2,5,2,50032
299800,8963,1976,2715,3,1,4,11,2,50024
236000,8795,2000,2256,2,1,4,8,2,50018
265979,11700,1880,2640,1,1,4,8,4,50027
260400,10593,1996,1720,2,0,3,7,2,50025
98000,8405,1945,1529,2,0,4,9,1,50017
96500,8800,1910,1140,1,0,3,7,0,50027
162000,7750,2003,1320,2,1,3,6,2,50018
217000,9236,1997,1494,2,0,3,6,2,50015
275500,10240,2005,2098,2,1,3,8,3,50026
156000,7930,1969,1026,1,0,3,5,2,50022
172500,3230,1999,1471,2,1,3,6,2,50031
212000,10769,2007,1768,2,1,3,7,2,50015
179400,2280,1999,1501,2,1,3,6,2,50031
290000,12257,1995,2531,2,1,4,9,3,50025
127500,9100,1959,864,1,0,2,5,1,50022
100000,6911,1924,1301,1,0,2,5,2,50013
215200,8640,2009,1547,2,1,3,7,2,50031
337000,9430,1999,2365,2,1,3,8,3,50025
270000,9549,1995,1494,1,1,2,6,2,50034
196500,10421,1988,1714,2,1,3,7,2,50024
160000,12508,1940,1750,2,0,4,7,1,50021
216837,9100,2004,1836,2,0,3,8,2,50015
538000,53504,2003,3279,3,1,4,12,3,50032
134900,7252,1982,858,1,0,2,5,2,50029
102000,8877,1951,1220,1,0,2,6,2,50017
114500,10150,1958,912,1,0,2,5,1,50022
162000,4500,1998,1204,2,0,2,5,2,50021
142500,13350,1974,894,1,0,3,5,2,50029
144000,8400,1977,2020,2,0,4,10,2,50030
135000,10530,1977,1004,1,0,2,4,2,50021
176000,7875,1995,1253,2,0,3,6,2,50018
175900,7153,1992,1603,2,1,3,7,2,50030
187100,16285,2001,1430,2,0,3,6,2,50015
165500,9101,1978,1110,1,0,1,4,2,50021
128000,6300,1914,1484,2,0,3,9,0,50027
161500,9790,1967,1342,2,0,3,7,2,50024
139000,10800,1915,1652,2,0,4,7,1,50027
233000,10142,2004,2084,2,1,4,8,2,50030
107900,6000,1954,901,1,0,2,4,1,50027
187500,12205,1966,2087,2,1,5,9,2,50014
160200,3182,2005,1145,2,0,2,5,2,50010
146800,11333,1976,1062,1,0,3,5,2,50021
269790,9920,1996,2013,2,1,3,8,2,50025
194500,10832,1994,1895,2,1,3,7,2,50018
171000,8400,1980,1564,2,1,3,7,2,50030
143500,8197,1977,1285,1,1,3,7,2,50029
175000,7200,1937,1768,1,1,3,7,1,50028
200000,12798,1997,1688,2,1,4,8,2,50014
109900,4800,1916,1196,1,0,2,5,2,50019
189000,8199,2005,1456,2,1,3,7,2,50015
135500,9750,1967,980,2,0,3,6,1,50022
223500,21384,1923,1576,1,1,3,6,2,50013
159950,13400,1966,1086,1,0,3,6,2,50022
106000,8100,1898,2138,2,0,2,11,2,50027
181000,10140,1974,1309,1,1,3,5,2,50024
144500,4438,2004,848,1,0,1,4,2,50015
157900,9750,1958,1442,1,1,4,7,1,50022
116000,8248,1918,1250,1,1,3,7,1,50017
224900,12137,1998,1661,2,0,3,6,2,50015
137000,11425,1954,1008,1,0,2,4,1,50022
271000,13265,2002,1689,2,0,3,7,3,50021
155000,8816,1971,1052,1,0,3,6,2,50014
183000,7226,2003,1640,2,1,3,6,2,50015
93000,6000,1953,936,1,0,2,4,2,50027
139500,9900,1940,1489,2,0,3,7,1,50028
109500,6130,1924,784,1,0,2,5,0,50013
189000,8529,2001,1434,2,0,3,6,2,50030
147400,2544,2005,1223,2,1,2,4,2,50031
166000,11900,1957,1392,1,1,3,6,2,50022
151000,3180,2005,1200,2,1,2,4,2,50031
237000,9548,2003,1829,2,1,3,7,2,50015
167000,10004,1964,1516,1,1,3,6,2,50022
139950,7875,1961,1144,1,0,3,6,2,50022
128000,9600,1950,1067,2,0,2,4,2,50029
153500,8100,1948,1559,1,0,2,5,2,50027
100000,1680,1973,987,1,1,2,5,1,50012
144000,9525,1995,1099,1,1,3,6,1,50015
130500,11767,1946,1200,1,0,3,6,1,50017
140000,12155,1925,1482,2,0,4,7,1,50028
157500,10440,1904,1539,2,0,3,8,2,50027
174900,9020,1966,1165,1,1,3,6,2,50022
141000,8000,1961,1800,2,0,6,10,0,50022
153900,12665,1915,1416,1,1,4,7,3,50027
171000,16647,1975,1701,2,0,3,6,2,50029
213000,9317,1993,1775,2,1,3,7,2,50030
133500,15523,1972,864,1,0,3,5,1,50015
240000,45600,1908,2358,3,0,5,10,2,50014
187000,9600,1976,1855,2,1,3,7,2,50034
131500,4435,2003,848,1,0,1,3,2,50015
215000,3196,2003,1456,2,0,2,7,2,50010
164000,7128,1941,1646,2,0,4,7,1,50016
158000,12095,1964,1445,1,1,3,7,2,50022
127000,6897,1962,1040,1,1,3,6,1,50029
147000,10970,1978,1026,1,0,3,5,2,50015
174000,8125,1994,1481,2,1,3,6,2,50018
250000,11029,1968,2654,2,1,4,9,2,50024
189950,7642,1918,1426,1,1,3,7,1,50016
131500,11625,1965,1039,1,1,3,6,2,50029
152000,9672,1984,1097,2,0,3,6,2,50030
132500,7931,1959,1148,1,0,3,6,1,50022
148500,8750,1970,1002,1,0,3,5,2,50022
129000,6970,1961,1120,1,1,3,5,2,50029
169000,14762,1948,2320,2,0,2,7,2,50018
236000,9938,1993,1949,2,1,3,8,2,50030
109500,6600,1962,894,1,0,2,5,1,50022
200500,8750,1998,1682,2,1,3,7,2,50015
116000,8892,1953,910,1,0,3,5,2,50022
133000,12144,1949,1268,1,0,3,6,1,50022
132250,25286,1963,1040,1,0,3,5,2,50021
350000,8834,2004,2224,2,1,4,10,3,50026
148000,11782,1961,1155,1,0,3,6,2,50029
136500,7000,1978,864,1,0,3,6,1,50015
157000,7024,2005,1090,1,1,2,5,2,50017
187500,13758,1990,1717,2,1,3,7,2,50033
178000,9636,1992,1593,2,1,3,7,2,50018
118500,6204,1912,2230,1,0,5,10,1,50028
100000,7150,1967,892,1,0,3,5,1,50022
135500,16466,1955,1393,1,1,3,8,1,50017
268000,15865,1970,2217,2,0,4,8,2,50022
149500,12160,1953,1505,1,0,2,6,2,50022
122900,8064,1949,924,1,0,3,6,2,50022
172500,11184,1978,1683,2,1,3,7,2,50029
154500,8414,1963,1068,1,0,3,6,1,50029
165000,13284,1954,1383,1,0,3,6,1,50029
140000,7056,1963,1796,1,1,4,8,2,50022
135000,6993,1961,1236,1,0,3,6,1,50029
110000,7340,1971,858,1,0,2,4,1,50022
153000,8712,1957,1306,1,0,2,5,1,50022
180000,7875,2003,1509,2,1,3,8,2,50018
125500,6173,1967,902,1,0,3,6,1,50029
128000,9920,1954,1063,1,0,3,6,1,50022
255000,13501,2006,1636,2,0,3,8,3,50031
250000,11500,1936,2057,1,1,3,6,1,50016
131000,8885,1983,902,1,0,2,5,2,50021
174000,12589,2005,1484,2,1,3,8,2,50018
154300,11600,1960,2274,2,0,5,12,2,50022
143500,9286,1977,1268,1,1,3,5,1,50015
145000,6270,1949,2002,2,0,4,8,3,50016
75000,2001,1970,1092,1,1,3,6,1,50020
135000,17140,1956,1229,1,0,3,6,1,50017
238000,13125,1991,2127,2,1,4,8,3,50030
176500,11029,1958,1414,1,0,3,6,2,50022
201000,8462,1994,1721,2,1,3,7,2,50030
145900,8777,1900,2200,2,2,4,9,0,50017
193000,8012,1993,1617,2,0,2,5,2,50030
207500,10240,1980,1686,2,0,3,7,2,50024
285000,11999,2003,2374,2,1,4,10,3,50026
176000,9900,1968,1978,2,1,4,9,2,50024
236500,11838,2001,1788,2,0,3,7,2,50015
222000,13006,1997,2236,2,1,4,8,2,50018
201000,8925,2007,1466,2,0,3,7,3,50033
117500,9100,1965,925,1,0,2,5,1,50022
320000,11670,2006,1905,2,0,3,8,3,50031
190000,8487,2004,1500,2,0,3,6,2,50015
242000,27650,1960,2069,2,0,4,9,2,50022
79900,5825,1926,747,1,0,1,5,2,50013
184900,10083,2003,1200,2,0,2,5,2,50030
253000,9675,2005,1971,2,1,3,8,2,50031
244400,24090,1940,2403,2,0,4,10,1,50014
150900,12640,1976,1728,2,0,4,8,2,50021
214000,8755,1999,2060,2,1,3,8,2,50018
143000,25000,1967,1632,2,0,4,8,2,50021
124900,8820,1890,1869,1,0,2,7,2,50027
143000,8163,1959,1144,1,0,3,6,1,50022
270000,14536,2002,1629,2,0,3,9,3,50033
192500,14006,2002,1776,2,1,3,7,2,50015
197500,9360,1972,1381,1,1,3,5,2,50024
129000,7200,1950,864,1,0,3,5,2,50022
133900,7200,1972,768,1,0,2,5,1,50015
172000,11075,1969,1968,2,1,4,7,2,50021
145000,7136,1946,1958,2,0,4,8,2,50016
124000,1300,1980,1229,1,1,2,5,2,50011
132000,7420,1962,1057,1,0,3,6,2,50029
185000,8450,2003,1337,2,0,3,6,2,50015
155000,2572,1999,1416,2,1,3,6,2,50031
116500,7207,1958,858,1,0,2,4,0,50013
272000,12227,1977,2872,2,1,4,11,2,50024
155000,2308,1976,1548,2,1,3,7,2,50023
239000,11923,2007,1800,2,0,2,7,2,50015
214900,11316,2002,1894,2,1,4,8,2,50033
160000,9600,1940,1308,1,1,2,7,1,50016
135000,7390,1955,1098,1,0,3,6,1,50022
140000,10382,1958,1095,1,0,2,6,1,50022
173000,2268,2003,1626,2,0,2,6,2,50026
99500,7892,1979,918,2,0,2,5,1,50030
167500,11414,1910,2019,1,0,3,8,2,50013
165000,2651,2000,1382,2,1,3,6,2,50031
85500,5900,1923,869,1,0,2,4,0,50013
139000,8816,1963,1121,1,0,3,5,2,50029
178400,12122,1961,999,1,0,3,6,2,50022
336000,12203,1998,2612,2,1,4,8,3,50025
159895,3182,2007,1266,2,0,2,6,2,50010
255900,11250,2002,2290,2,1,4,9,2,50015
126000,10125,1977,1734,2,0,4,8,2,50021
125000,10880,1950,1164,1,0,3,5,1,50017
117000,5310,1910,1635,1,0,2,5,1,50027
195000,12046,1976,2030,2,1,4,8,2,50024
348000,9452,1997,2392,2,1,3,7,3,50025
168000,17671,1882,1742,1,1,4,8,2,50027
187000,9760,1964,1851,2,1,3,7,2,50022
337500,12456,2006,1718,2,0,3,7,3,50026
136500,10659,1961,1050,1,0,3,6,1,50022
185000,11717,1970,1442,2,0,2,6,2,50024
91000,9786,1922,1077,1,0,3,6,1,50019
206000,6762,2006,1208,2,0,2,6,2,50015
82000,10206,1952,944,1,0,2,4,2,50017
232000,11957,2006,1574,2,0,3,7,3,50031
136905,11500,1976,1680,2,0,4,8,2,50024
181000,3182,2005,1504,2,0,1,7,2,50010
149900,8385,1977,985,2,0,3,6,1,50015
163500,12155,1970,1657,2,0,3,7,2,50022
88000,2217,1970,1092,1,1,3,6,1,50020
240000,12118,2004,1710,2,0,3,7,2,50021
102000,6000,1926,1522,2,0,4,7,0,50028
135000,21286,1948,1271,2,0,4,7,1,50029
100000,9825,1965,1664,2,0,4,8,0,50017
165000,10592,1923,1502,1,1,3,7,1,50016
85000,7200,1910,1022,1,0,2,4,1,50027
119200,11664,1948,1082,1,0,2,5,1,50022
227000,8400,2001,1665,2,1,3,6,2,50024
203000,11883,1996,1504,2,0,3,6,2,50015
160000,10784,1991,1472,2,1,3,7,2,50018
213490,3013,2005,1506,2,0,2,6,2,50010
176000,7024,2005,1132,1,1,2,5,2,50017
87000,9439,1930,1248,1,0,2,6,1,50027
191000,3182,2005,1504,2,0,2,7,2,50010
112500,7700,1972,882,1,0,3,5,2,50015
167500,9300,1960,1264,1,0,3,6,2,50022
105000,9492,1941,1376,1,0,3,6,1,50022
118000,1680,1972,1218,1,1,3,7,1,50012
160000,7082,1916,1928,2,0,5,10,0,50028
197000,15863,1920,3082,2,1,5,12,2,50028
230000,8125,2002,1654,2,0,3,6,3,50015
119750,6305,1938,954,1,0,2,5,1,50016
84000,11500,1957,845,1,0,3,5,1,50017
315500,12898,2007,1620,2,0,2,6,3,50033
287000,9240,2001,2263,2,1,3,7,2,50015
97000,1533,1970,1344,1,1,3,6,0,50020
80000,1477,1970,630,1,0,1,3,1,50020
155000,13125,1957,1803,2,0,3,8,2,50029
173000,9130,1966,1632,1,1,4,7,2,50024
196000,5381,2005,1306,2,0,1,5,2,50026
262280,11839,1990,2329,2,1,4,10,2,50030
278000,9600,1981,2524,2,1,4,9,2,50024
139600,13680,1955,1733,2,0,4,8,2,50017
145000,9245,1994,990,1,0,3,5,2,50015
115000,21750,1960,1771,1,0,3,9,2,50021
165000,9500,1964,1977,1,1,4,9,2,50022
144500,8562,1957,1526,1,0,4,7,1,50017
255000,11367,2002,1989,2,1,3,7,2,50015
185850,7052,2005,1364,2,0,2,6,2,50026
248000,29959,1994,1850,2,1,3,7,2,50025
335000,11308,2008,2184,2,1,3,10,3,50026
220000,11275,1932,1991,1,1,3,7,2,50016
213500,4920,2001,1338,2,0,2,6,2,50032
81000,18000,1935,894,1,0,2,6,3,50019
90000,13600,1900,2337,2,0,5,10,2,50027
110500,6000,1925,1103,1,0,2,5,2,50027
154000,11000,1966,1154,1,1,3,6,2,50022
328000,14000,1996,2260,2,1,3,7,2,50014
178000,7837,1993,1571,2,1,3,7,2,50018
167900,9760,1964,1611,1,1,4,7,2,50022
151400,3964,1973,2521,2,1,5,10,2,50020
135000,9600,1949,893,1,0,2,4,2,50022
135000,10152,1956,1048,1,0,3,6,1,50022
154000,11700,1968,1556,1,1,4,8,2,50024
91500,7585,1948,1456,1,0,4,7,1,50017
159500,7950,1977,1426,1,1,3,6,2,50017
194000,8556,2006,1240,2,0,2,5,3,50015
219500,13125,1940,1740,1,1,3,6,1,50016
170000,10800,1936,1466,2,0,3,7,2,50027
155900,4435,2004,848,1,0,1,3,2,50015
126000,8775,1994,990,1,0,3,5,1,50015
133000,7500,1963,1040,1,1,3,5,1,50029
192000,8749,2002,1459,2,0,3,6,2,50015
160000,8800,1964,1251,1,0,3,6,1,50022
187500,13031,1995,1498,2,1,3,6,2,50018
147000,9069,1992,996,1,0,2,5,2,50030
83500,1974,1973,1092,1,1,3,6,1,50020
252000,10574,2005,1953,2,1,3,9,3,50031
137500,2522,2004,1709,2,0,3,7,2,50017
197000,3316,2005,1247,1,1,1,4,2,50031
92900,8544,1950,1040,2,0,2,6,2,50022
160000,2160,1999,1252,2,1,2,4,2,50031
136500,8400,1925,1694,2,0,4,7,2,50028
146000,9230,1965,1200,1,1,1,6,2,50022
129000,5868,1956,936,1,0,2,4,1,50022
176432,9317,2006,1314,2,0,3,6,2,50015
127000,6882,1914,1355,1,1,3,7,0,50019
170000,3696,1986,1088,1,1,2,5,2,50032
128000,6000,1936,1324,1,0,3,6,1,50013
60000,8400,1920,438,1,0,1,3,1,50028
119500,9758,1971,950,1,0,3,5,1,50022
159500,8910,1959,1194,1,0,3,6,2,50022
106000,2016,1970,1302,2,1,3,6,2,50012
325000,12256,1994,2622,2,1,3,9,2,50025
179900,10357,1990,1442,2,0,3,6,2,50030
280000,11362,2004,1836,2,0,3,7,3,50026
188000,8000,1995,1658,2,1,3,8,2,50018
205000,10480,1976,1964,2,1,4,8,2,50024
129900,7100,1957,816,1,0,2,5,1,50022
134500,8923,1953,1008,1,0,2,6,1,50022
117000,5400,1954,833,1,0,2,4,1,50027
184100,7750,2002,1419,2,1,3,7,2,50018
130000,9764,1967,894,1,0,3,5,2,50029
140000,13825,1958,1601,1,0,3,6,1,50029
133700,7560,1959,1040,1,0,3,6,1,50022
118400,8263,1920,1012,1,0,2,6,1,50019
118000,9405,1947,698,1,0,2,4,0,50017
163900,9125,1992,1482,2,1,3,7,2,50018
115000,10434,1955,1005,1,0,2,5,2,50022
174000,3684,2007,1555,2,0,2,7,3,50010
215000,11796,2004,1959,2,1,4,8,2,50018
140000,7200,1980,936,1,0,2,4,2,50027
135000,7804,1928,1981,2,0,4,7,2,50028
117500,9900,1880,2210,2,0,5,8,1,50027
239500,9828,1995,2020,2,1,3,8,2,50030
169000,8773,1997,1600,2,1,3,7,2,50018
102000,6180,1926,986,1,0,2,5,1,50013
94000,6342,1875,1020,1,0,2,6,0,50029
196000,9819,1977,1567,2,0,2,5,2,50021
144000,8731,1920,1167,1,0,3,6,2,50013
197500,10304,1976,1868,2,1,4,9,2,50024
80000,9000,1959,1006,1,0,3,5,0,50029
80000,12180,1941,924,1,0,2,5,1,50017
180000,11200,1985,1298,2,0,3,5,2,50030
174500,12000,1941,1564,1,1,3,7,1,50016
116900,5700,1926,1111,1,0,2,5,1,50027
143000,9000,1920,1482,1,0,3,7,2,50027
124000,8280,1950,932,1,0,2,4,1,50022
149900,17755,1959,1466,1,1,3,6,2,50017
120500,5890,1930,816,1,0,2,5,1,50019
201800,13700,1965,1820,1,2,4,8,2,50022
218000,10768,1976,1437,2,0,3,6,2,50034
179900,9350,1965,1265,2,0,3,6,2,50022
230000,5001,2007,1314,2,0,2,6,2,50026
185000,9120,1974,1876,2,1,4,8,2,50024
146000,2280,1978,1456,2,1,3,7,2,50023
224000,14778,1954,1640,1,0,3,7,2,50016
129000,8724,1968,894,1,0,3,5,2,50029
194000,16157,1978,1432,1,1,2,5,2,50034
245350,10475,2008,1694,2,0,3,7,3,50015
173000,10852,2000,1671,2,1,3,7,2,50018
235000,13728,1935,2108,2,0,4,7,2,50017
625000,35760,1995,3627,3,1,4,10,3,50025
171000,9880,1977,1118,1,0,3,6,1,50021
163000,9120,1958,1261,1,0,3,6,2,50022
171900,4017,2006,1250,2,1,2,5,2,50031
200500,18030,1946,3086,3,0,3,12,0,50014
239000,16560,1932,2345,2,1,4,9,2,50016
285000,10678,1992,2872,2,1,4,9,2,50025
119500,6951,1984,923,1,0,3,5,1,50021
115000,3950,1926,1224,1,0,3,5,1,50027
154900,7681,1921,1343,1,1,3,7,1,50016
93000,8335,1954,1124,1,0,3,5,0,50017
250000,11170,1990,2514,2,1,4,8,2,50033
120000,10800,1920,1130,1,0,2,5,2,50027
186700,35133,1963,1572,1,1,3,5,3,50033
104900,9738,1924,1221,1,0,4,7,1,50017
262000,12461,1994,1624,2,0,2,5,3,50025
195000,8935,2002,1660,2,1,3,7,2,50015
189000,7500,1999,1804,2,1,3,7,2,50018
168000,32463,1961,1622,1,0,3,7,4,50021
174000,2645,1999,1441,2,1,2,5,2,50031
125000,9600,1925,1472,1,0,3,6,1,50027
165000,4500,1999,1224,2,0,2,5,2,50021
158000,9364,1969,1352,1,1,4,7,1,50029
176000,8029,2005,1456,2,1,3,8,2,50018
144000,8850,1916,1690,1,0,3,7,1,50027
178000,9100,2001,1212,2,0,3,6,2,50015
148000,11235,1963,1382,1,1,3,6,2,50029
197900,10400,1998,1779,2,1,3,6,2,50015
117000,6000,1925,1348,1,0,3,5,1,50013
213000,9750,2000,1630,2,0,3,6,2,50015
153500,10140,1975,1074,1,1,3,6,2,50024
271900,14684,1990,2196,2,0,3,7,3,50030
107000,8900,1966,1056,1,0,2,5,1,50030
200000,9135,2003,1700,2,0,3,7,2,50015
140000,7763,1962,1283,1,0,3,6,2,50022
189000,11218,1992,1845,2,1,3,8,2,50030
164000,12134,1988,1752,2,0,4,8,2,50018
113000,9340,1941,672,1,0,2,4,1,50017
145000,10246,1965,960,0,0,0,3,1,50029
134500,10205,1962,999,1,0,3,6,1,50022
125000,7094,1966,894,1,0,3,5,1,50029
112000,8930,1978,1902,2,0,4,8,2,50029
80500,6240,1947,912,1,0,2,3,0,50013
134000,8250,1968,1211,1,0,3,5,1,50029
143000,10496,1949,1846,2,0,3,7,1,50022
137900,10680,1951,2136,2,0,4,7,2,50022
184000,15384,2004,1490,2,1,3,8,2,50018
145000,10482,1958,1138,1,0,3,6,1,50022
214000,14598,2007,1933,2,1,4,9,3,50031
147000,8872,1965,912,1,0,2,5,2,50022
127000,7910,1960,1507,2,0,4,7,1,50022
190000,18890,1977,2620,2,2,4,12,2,50029
132500,7728,1962,1190,1,0,3,6,2,50022
101800,9842,1962,1224,2,0,2,6,2,50022
138887,13132,1914,1784,1,1,4,9,1,50016
175500,2628,2003,1626,2,1,2,6,2,50026
195000,12393,2004,1948,2,1,4,8,2,50015
265900,9037,2006,1484,2,0,2,6,2,50033
224900,8158,2003,1768,2,1,3,8,2,50015
230000,11435,1929,1517,1,0,3,7,2,50016
169900,12328,1976,1034,1,0,3,6,3,50021
129500,9600,1917,2058,1,1,3,8,2,50027
119000,7200,1950,988,1,0,3,6,1,50022
244000,11160,1968,2110,2,1,3,8,2,50022
171750,3136,2003,1405,2,0,2,6,2,50026
130000,9858,1968,874,1,0,3,5,1,50021
294000,17542,1974,2167,2,1,3,9,2,50034
165400,6931,2003,1656,2,1,3,7,2,50017
127500,6240,1931,1367,1,0,3,6,1,50013
301500,14303,1994,1987,2,0,2,7,2,50025
99900,4060,1922,864,1,0,2,4,0,50017
190000,9587,2005,1166,2,0,2,5,2,50018
151000,9750,1969,1054,1,1,3,6,2,50022
181000,24682,1999,1675,2,1,3,7,2,50018
128900,9600,1956,1050,1,0,2,5,1,50022
161500,11250,1957,1788,1,0,5,8,1,50014
180500,13515,1919,1824,1,0,3,8,2,50013
183900,3735,1999,1452,2,1,3,6,2,50031
122000,10120,1910,1889,1,1,4,9,1,50027
378500,13214,2008,2018,2,0,3,10,3,50033
381000,14100,1935,3447,3,1,4,11,3,50016
144000,11344,1958,1524,1,1,3,7,1,50022
260000,23595,1979,1524,0,1,0,4,2,50014
185750,9156,1968,1489,2,0,3,7,2,50024
137000,13526,1965,935,1,0,3,5,1,50029
177000,11512,1959,1357,1,0,2,5,1,50017
139000,5362,1910,1250,2,0,3,8,2,50016
137000,11345,1948,1920,2,0,4,10,2,50022
162000,12936,1972,1395,1,1,3,6,2,50024
197900,17871,1967,1724,1,1,3,7,2,50024
237000,9473,2002,2031,2,1,3,7,2,50015
227000,9808,2002,1573,2,0,3,6,2,50015
180000,8049,1990,1339,2,0,2,6,2,50033
150500,8800,1977,1040,2,0,3,5,2,50015
139000,9400,1971,1824,2,2,4,8,0,50021
169000,9638,1919,2447,2,0,4,10,1,50028
132500,6000,1939,1412,1,0,4,6,1,50013
143000,9790,1963,1328,1,1,3,6,2,50024
190000,36500,1964,1582,2,0,4,7,2,50014
278000,5664,2000,1659,2,0,2,5,2,50032
180500,14112,1964,1152,1,0,3,6,2,50022
119500,1680,1972,1302,2,1,3,6,1,50012
107500,6600,1892,2372,2,0,4,11,1,50027
162900,10140,1976,1664,2,1,4,8,2,50024
115000,8172,1955,864,1,0,2,5,2,50017
138500,8400,1968,1052,1,1,3,5,1,50022
155000,8700,1963,1128,2,0,3,6,2,50022
154000,7500,1959,1246,1,1,3,6,1,50022
225000,10762,1999,1983,2,1,3,9,2,50018
177500,7500,1942,1494,1,0,3,7,1,50016
290000,10120,1994,2526,2,1,4,8,3,50025
232000,8688,2005,1616,2,0,3,7,3,50031
130000,3363,2004,1708,2,0,3,7,2,50017
325000,13173,2006,1652,2,0,2,6,2,50026
138000,8072,1994,990,1,0,3,5,2,50015
147000,12000,1948,1122,1,0,2,6,2,50027
179200,7153,1991,1294,2,0,3,6,2,50030
335000,17500,1959,1902,2,0,3,7,2,50016
302000,9572,1990,2810,2,1,4,9,2,50025
333168,14774,1999,2599,2,1,4,10,3,50025
119000,8190,1954,948,1,0,3,5,1,50017
206900,11075,1969,2112,2,1,4,9,2,50022
295493,10226,2008,1630,2,0,3,8,3,50015
275000,14781,2001,1787,2,0,3,7,3,50015
111000,10215,1954,948,1,0,3,5,1,50017
156500,8400,1957,1478,1,1,3,6,2,50022
72500,6627,1949,720,1,0,2,4,1,50013
190000,10186,1992,1923,2,1,3,8,2,50025
82500,5330,1940,708,1,0,2,5,0,50013
55000,3636,1922,796,1,0,2,5,0,50019
79000,4270,1931,774,1,0,3,6,0,50017
130500,6600,1982,816,1,0,3,5,1,50021
256000,10440,1920,2792,2,0,5,8,2,50027
176500,9084,1998,1632,2,1,3,8,2,50018
227000,10000,2006,1588,2,0,3,7,3,50031
132500,10780,1976,954,1,0,3,6,2,50015
100000,8877,1938,816,1,0,2,3,1,50017
125500,7200,1938,1360,1,1,2,6,1,50019
125000,2368,1970,1365,1,1,3,7,2,50012
167900,9650,1977,1334,2,0,2,6,2,50024
135000,9246,1973,1656,2,0,4,8,2,50024
52500,4118,1941,693,1,0,2,4,0,50027
200000,13450,2002,1861,2,1,3,8,2,50015
128500,9560,1972,864,1,0,3,5,1,50015
123000,8294,1971,872,1,0,3,5,4,50022
155000,13695,2003,1114,1,0,3,6,2,50030
228500,9375,2002,2169,2,1,3,7,2,50015
177000,7558,1928,1913,1,1,3,9,2,50016
108500,6000,1920,960,1,0,2,5,1,50027
262500,20781,1968,2156,2,0,3,9,2,50024
215000,16196,1998,1494,2,0,3,5,2,50030
122000,5250,1872,2358,2,0,4,8,0,50027
200000,11643,1969,2634,2,2,6,12,4,50022
171000,9247,1962,1716,1,1,4,8,2,50022
134900,6000,1937,1176,1,0,2,4,2,50013
410000,14720,1995,3238,2,1,4,9,3,50025
235000,10316,2000,1865,2,1,3,7,3,50015
170000,10192,1968,1920,3,0,4,8,2,50024
110000,9477,1966,892,1,0,3,5,1,50022
149900,12537,1971,1078,1,1,3,6,2,50022
177500,2117,2000,1573,2,1,3,5,2,50031
315000,16737,2004,1980,2,0,3,8,3,50026
189000,9842,1921,2601,3,1,4,8,2,50028
260000,16158,2005,1530,2,0,3,7,2,50032
104900,12513,1920,1738,2,0,4,7,1,50022
216000,7500,2000,1674,2,1,3,7,2,50031
